No.,Chemical compound,K,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse,InChI,InChIKey
488,Cyclo(Asp-Gly),7.43,0.87,135432-37-0,O=C1NCC(N[C@H]1CC(O)=O)=O,,,https://kinetics.nist.gov/solution/,cyclo,Aliphatic hydrocarbons,"InChI=1S/C6H8N2O4/c9-4-2-7-6(12)3(8-4)1-5(10)11/h3H,1-2H2,(H,7,12)(H,8,9)(H,10,11)/t3-/m0/s1",STTIAONCINEOLF-VKHMYHEASA-N
489,glycyl-glycine,327500,5.52,50998-12-4,NCC(=O)NCC(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amide,Nitrogen-containing organics,"InChI=1S/C4H8N2O3/c5-1-3(7)6-2-4(8)9/h1-2,5H2,(H,6,7)(H,8,9)",YMAWOPBAYDPSLA-UHFFFAOYSA-N
490,Gly-Sar,250000,5.4,2313534-26-6,CN(CC(O)=O)C(=O)CN,,,https://doi.org/10.1016/j.watres.2007.07.025,amide,Nitrogen-containing organics,"InChI=1S/C5H10N2O3/c1-7(3-5(9)10)4(8)2-6/h2-3,6H2,1H3,(H,9,10)",VYAMLSCELQQRAE-UHFFFAOYSA-N
491,Gly-Ala,320000,5.51,143485-62-5,CC(NC(=O)CN)C(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amide,Nitrogen-containing organics,"InChI=1S/C5H10N2O3/c1-3(5(9)10)7-4(8)2-6/h3H,2,6H2,1H3,(H,7,8)(H,9,10)",VPZXBVLAVMBEQI-UHFFFAOYSA-N
492,Gly-Val,350000,5.54,64918-37-2,CC(C)C(NC(=O)CN)C(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amide,Nitrogen-containing organics,"InChI=1S/C7H14N2O3/c1-4(2)6(7(11)12)9-5(10)3-8/h4,6H,3,8H2,1-2H3,(H,9,10)(H,11,12)",STKYPAFSDFAEPH-UHFFFAOYSA-N
493,Gly-Ile,370000,5.57,853262-65-4,O=C(N[C@@H]([C@@H](C)CC)C(O)=O)CN,,,https://doi.org/10.1016/j.watres.2007.07.025,amide,Nitrogen-containing organics,"InChI=1S/C8H16N2O3/c1-3-5(2)7(8(12)13)10-6(11)4-9/h5,7H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)/t5-,7-/m0/s1",KGVHCTWYMPWEGN-FSPLSTOPSA-N
494,Gly-Leu,340000,5.53,60254-83-3,CC(C)C[C@H](NC(=O)CN)C(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amide,Nitrogen-containing organics,"InChI=1S/C8H16N2O3/c1-5(2)3-6(8(12)13)10-7(11)4-9/h5-6H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)/t6-/m0/s1",DKEXFJVMVGETOO-LURJTMIESA-N
495,Ala-Gly,340000,5.53,143485-62-5,CC(N)C(=O)NCC(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amide,Nitrogen-containing organics,"InChI=1S/C5H10N2O3/c1-3(6)5(10)7-2-4(8)9/h3H,2,6H2,1H3,(H,7,10)(H,8,9)",CXISPYVYMQWFLE-UHFFFAOYSA-N
496,Val-Gly,480000,5.68,64918-37-2,CC(C)[C@@H](N)C(=O)NCC(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amide,Nitrogen-containing organics,"InChI=1S/C7H14N2O3/c1-4(2)6(8)7(12)9-3-5(10)11/h4,6H,3,8H2,1-2H3,(H,9,12)(H,10,11)/t6-/m1/s1",IOUPEELXVYPCPG-ZCFIWIBFSA-N
497,Leu-Ala,610000,5.79,886462-83-5,CC(C)CC(N)C(=O)NC(C)C(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amide,Nitrogen-containing organics,"InChI=1S/C9H18N2O3/c1-5(2)4-7(10)8(12)11-6(3)9(13)14/h5-7H,4,10H2,1-3H3,(H,11,12)(H,13,14)",HSQGMTRYSIHDAC-UHFFFAOYSA-N
498,daminozide,66,1.82,2140327-55-3,CN(C)NC(=O)CCC(O)=O,,,https://doi.org/10.1039/D0EW00299B,amide,Nitrogen-containing organics,"InChI=1S/C6H12N2O3/c1-8(2)7-5(9)3-4-6(10)11/h3-4H2,1-2H3,(H,7,9)(H,10,11)",NOQGZXFMHARMLW-UHFFFAOYSA-N
499,Methotrexate,248.55,2.4,19590-50-2,CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,,,https://doi.org/10.1016/j.jes.2016.06.024,amide,Nitrogen-containing organics,"InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)/t13-/m0/s1",FBOZXECLQNJBKD-ZDUSSCGKSA-N
500,amoxicillin,119000,5.08,2088960-43-2,O.O.O.CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(O)=O,,,https://doi.org/10.1016/j.watres.2010.05.012,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C16H19N3O5S.3H2O/c1-16(2)11(15(23)24)19-13(22)10(14(19)25-16)18-12(21)9(17)7-3-5-8(20)6-4-7;;;/h3-6,9-11,14,20H,17H2,1-2H3,(H,18,21)(H,23,24);3*1H2/t9-,10-,11+,14-;;;/m1.../s1",MQXQVCLAUDMCEF-CWLIKTDRSA-N
501,Gly-Pro,250000,5.4,25104-46-5,NCC(=O)N1CCCC1C(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amide,Nitrogen-containing organics,"InChI=1S/C7H12N2O3/c8-4-6(10)9-3-1-2-5(9)7(11)12/h5H,1-4,8H2,(H,11,12)",KZNQNBZMBZJQJO-UHFFFAOYSA-N
502,Pro-Gly,270000,5.43,25104-46-5,OC(=O)CNC(=O)C1CCCN1,,,https://doi.org/10.1016/j.watres.2007.07.025,amide,Nitrogen-containing organics,"InChI=1S/C7H12N2O3/c10-6(11)4-9-7(12)5-2-1-3-8-5/h5,8H,1-4H2,(H,9,12)(H,10,11)",RNKSNIBMTUYWSH-UHFFFAOYSA-N
503,glycine,104333.33,5.02,7299-33-4,NCC(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amine,Nitrogen-containing organics,"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",DHMQDGOQFOQNFH-UHFFFAOYSA-N
504,alanine,49333.33,4.69,25191-17-7,C[C@H](N)C(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amine,Nitrogen-containing organics,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N
505,β-alanine,60000,4.78,201985-01-5,NCCC(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amine,Nitrogen-containing organics,"InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)",UCMIRNVEIXFBKS-UHFFFAOYSA-N
506,Valine,74000,4.87,2144743-44-0,CC(C)[C@H](N)C(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amine,Nitrogen-containing organics,"InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1",KZSNJWFQEVHDMF-BYPYZUCNSA-N
507,2-amino butyric acid,72000,4.86,1219803-65-2,CCC(N)C(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amine,Nitrogen-containing organics,"InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)",QWCKQJZIFLGMSD-UHFFFAOYSA-N
508,3-aminobutyric acid,87000,4.94,20-79-1,CC(N)CC(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,carboxylic acid,Oxygenated organics,"InChI=1S/C4H9NO2/c1-3(5)2-4(6)7/h3H,2,5H2,1H3,(H,6,7)",OQEBBZSWEGYTPG-UHFFFAOYSA-N
509,3-aminoisobutyric acid,160000,5.2,84796-61-2,CC(CN)C(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,carboxylic acid,Oxygenated organics,"InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)",QCHPKSFMDHPSNR-UHFFFAOYSA-N
510,4-aminobutyric acid,47000,4.67,20-79-1,NCCCC(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,carboxylic acid,Oxygenated organics,"InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)",BTCSSZJGUNDROE-UHFFFAOYSA-N
511,2-amino hexanoic acid,37000,4.57,78121-46-7,CCCCC(N)C(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amine,Nitrogen-containing organics,"InChI=1S/C6H13NO2/c1-2-3-4-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)",LRQKBLKVPFOOQJ-UHFFFAOYSA-N
512,ε-aminocaproic acid,4700,3.67,1246819-49-7,NCCCCCC(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,carboxylic acid,Oxygenated organics,"InChI=1S/C6H13NO2/c7-5-3-1-2-4-6(8)9/h1-5,7H2,(H,8,9)",SLXKOJJOQWFEFD-UHFFFAOYSA-N
513,Sarcosine,53000,4.72,37228-65-2,CNCC(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amine,Nitrogen-containing organics,"InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)",FSYKKLYZXJSNPZ-UHFFFAOYSA-N
514,"(N,N)-di-Me-glycine",45,1.65,58489-51-3,CN(C)CC(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amine,Nitrogen-containing organics,"InChI=1S/C4H9NO2/c1-5(2)3-4(6)7/h3H2,1-2H3,(H,6,7)",FFDGPVCHZBVARC-UHFFFAOYSA-N
515,isoleucine,500000,5.7,28838-58-6,CC[C@H](C)[C@H](N)C(O)=O,,,https://kinetics.nist.gov/solution/,amine,Nitrogen-containing organics,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N
516,leucine,31698,4.5,25248-98-0,CC(C)C[C@H](N)C(O)=O,,,https://kinetics.nist.gov/solution/,amine,Nitrogen-containing organics,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",ROHFNLRQFUQHCH-YFKPBYRVSA-N
517,Serine,170000,5.23,83245-14-1,N[C@@H](CO)C(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amine,Nitrogen-containing organics,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",MTCFGRXMJLQNBG-REOHCLBHSA-N
518,glyphosate,100000,5,1313261-72-1,OC(=O)CNC[P](O)(O)=O,,,https://doi.org/10.1016/j.watres.2006.03.028,phosphorus,Phosphorus-containing organics,"InChI=1S/C3H8NO5P/c5-3(6)1-4-2-10(7,8)9/h4H,1-2H2,(H,5,6)(H2,7,8,9)",XDDAORKBJWWYJS-UHFFFAOYSA-N
519,2-piperidine carboxylic acid,16000,4.2,251574-16-0,OC(=O)C1CCCCN1,,,https://doi.org/10.1016/j.watres.2007.07.025,carboxylic acid,Oxygenated organics,"InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)",HXEACLLIILLPRG-UHFFFAOYSA-N
520,3-piperidine carboxylic acid,19000,4.28,321970-54-1,OC(=O)C1CCCNC1,,,https://doi.org/10.1016/j.watres.2007.07.025,carboxylic acid,Oxygenated organics,"InChI=1S/C6H11NO2/c8-6(9)5-2-1-3-7-4-5/h5,7H,1-4H2,(H,8,9)",XJLSEXAGTJCILF-UHFFFAOYSA-N
521,proline,3500,3.54,96450-73-6,OC(=O)[C@@H]1CCCN1,,,https://doi.org/10.1016/j.watres.2007.07.025,amine,Nitrogen-containing organics,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N
522,anthranilic acid,30000,4.48,200126-77-8,Nc1ccccc1C(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,carboxylic acid,Oxygenated organics,"InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)",RWZYAGGXGHYGMB-UHFFFAOYSA-N
523,mefenamic acid,8.2,0.91,1397200-83-7,Cc1cccc(Nc2ccccc2C(O)=O)c1C,,,https://doi.org/10.1039/C6EM00017G,carboxylic acid,Oxygenated organics,"InChI=1S/C15H15NO2/c1-10-6-5-9-13(11(10)2)16-14-8-4-3-7-12(14)15(17)18/h3-9,16H,1-2H3,(H,17,18)",HYYBABOKPJLUIN-UHFFFAOYSA-N
524,Ciprofloxacin,760000,5.88,93398-92-6,OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,,,https://doi.org/10.1016/j.watres.2007.07.025,halogenated,Halogenated organics,"InChI=1S/C17H18FN3O3/c18-13-7-11-14(8-15(13)20-5-3-19-4-6-20)21(10-1-2-10)9-12(16(11)22)17(23)24/h7-10,19H,1-6H2,(H,23,24)",MYSWGUAQZAJSOK-UHFFFAOYSA-N
525,Enrofloxacin,510,2.71,1219795-24-0,CCN1CCN(CC1)c2cc3N(C=C(C(O)=O)C(=O)c3cc2F)C4CC4,,,https://doi.org/10.1016/j.watres.2007.07.025,halogenated,Halogenated organics,"InChI=1S/C19H22FN3O3/c1-2-21-5-7-22(8-6-21)17-10-16-13(9-15(17)20)18(24)14(19(25)26)11-23(16)12-3-4-12/h9-12H,2-8H2,1H3,(H,25,26)",SPFYMRJSYKOXGV-UHFFFAOYSA-N
526,tolfenamic acid,0.3,-0.52,1420043-61-3,Cc1c(Cl)cccc1Nc2ccccc2C(O)=O,,,https://doi.org/10.1007/s11696-022-02378-8,carboxylic acid,Oxygenated organics,"InChI=1S/C14H12ClNO2/c1-9-11(15)6-4-8-12(9)16-13-7-3-2-5-10(13)14(17)18/h2-8,16H,1H3,(H,17,18)",YEZNLOUZAIOMLT-UHFFFAOYSA-N
527,clofenamic acid,308.3,2.49,4295-55-0,OC(=O)c1ccccc1Nc2cccc(Cl)c2Cl,,,https://doi.org/10.1016/j.chemosphere.2017.02.045,carboxylic acid,Oxygenated organics,"InChI=1S/C13H9Cl2NO2/c14-9-5-3-7-11(12(9)15)16-10-6-2-1-4-8(10)13(17)18/h1-7,16H,(H,17,18)",JONFYSWOLCTYFK-UHFFFAOYSA-N
528,Indometacine,57,1.76,53-86-1,COc1ccc2n(c(C)c(CC(O)=O)c2c1)C(=O)c3ccc(Cl)cc3,,,https://doi.org/10.1016/j.watres.2007.07.025,halogenated,Halogenated organics,"InChI=1S/C19H16ClNO4/c1-11-15(10-18(22)23)16-9-14(25-2)7-8-17(16)21(11)19(24)12-3-5-13(20)6-4-12/h3-9H,10H2,1-2H3,(H,22,23)",CGIGDMFJXJATDK-UHFFFAOYSA-N
529,Gemfibrozil,0.9,-0.05,86837-66-3,Cc1ccc(C)c(OCCCC(C)(C)C(O)=O)c1,,,https://doi.org/10.1016/j.watres.2007.07.025,carboxylic acid,Oxygenated organics,"InChI=1S/C15H22O3/c1-11-6-7-12(2)13(10-11)18-9-5-8-15(3,4)14(16)17/h6-7,10H,5,8-9H2,1-4H3,(H,16,17)",HEMJJKBWTPKOJG-UHFFFAOYSA-N
530,Naproxen,2.5,0.4,119166-66-4,COc1ccc2cc(ccc2c1)C(C)C(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,carboxylic acid,Oxygenated organics,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)",CMWTZPSULFXXJA-UHFFFAOYSA-N
531,trotox,1300,3.11,94-81-5,Cc1cc(Cl)ccc1OCCCC(O)=O,,,https://doi.org/10.1021/tx025670s,halogenated,Halogenated organics,"InChI=1S/C11H13ClO3/c1-8-7-9(12)4-5-10(8)15-6-2-3-11(13)14/h4-5,7H,2-3,6H2,1H3,(H,13,14)",LLWADFLAOKUBDR-UHFFFAOYSA-N
532,Glutathione (GSH),10000000,7,50812-37-8,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,thiol,Sulfur-containing organics,"InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1",RWSXRVCMGQZWBV-WDSKDSINSA-N
533,Cysteine,62000000,7.79,114507-35-6,N[C@@H](CS)C(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,thiol,Sulfur-containing organics,"InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1",XUJNEKJLAYXESH-REOHCLBHSA-N
534,Methionine,680000000,8.83,116155-75-0,CSCC[C@H](N)C(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",FFEARJCKVFRZRR-BYPYZUCNSA-N
535,"3,3'-dithiobis-propionic aicd",160000,5.2,1609-40-1,OC(=O)CCSSCCC(O)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C6H10O4S2/c7-5(8)1-3-11-12-4-2-6(9)10/h1-4H2,(H,7,8)(H,9,10)",YCLSOMLVSHPPFV-UHFFFAOYSA-N
536,ascorbate,6000000,6.78,37237-57-3,OC[C@H](O)[C@H]1OC(=O)[C-](O)C1=O,,,https://doi.org/10.1021/tx025670s,ester,Oxygenated organics,"InChI=1S/C6H7O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-8,10H,1H2/q-1/t2-,5+/m0/s1",RUZSIBWKLPULMN-JLAZNSOCSA-N
537,inosine,96000,4.98,82252-19-5,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(O)ncnc23,,,https://doi.org/10.1016/j.watres.2007.07.025,imidazole,Heterocycles,"InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1",UGQMRVRMYYASKQ-KQYNXXCUSA-N
538,Monochlorodimedon,3600000,6.56,7298-89-7,CC1(C)CC(=O)C(Cl)C(=O)C1,,,https://doi.org/10.1016/j.watres.2007.07.025,halogenated,Halogenated organics,"InChI=1S/C8H11ClO2/c1-8(2)3-5(10)7(9)6(11)4-8/h7H,3-4H2,1-2H3",VOBIHUAWDXUCPH-UHFFFAOYSA-N
539,methomyl,28881,4.46,1398109-07-3,CNC(=O)O\N=C(/C)SC,,,https://doi.org/10.1002/etc.5620090501,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C5H10N2O2S/c1-4(10-3)7-9-5(8)6-2/h1-3H3,(H,6,8)/b7-4+",UHXUZOCRWCRNSJ-QPJJXVBHSA-N
540,carbadox,14700,4.17,1185240-06-5,COC(=O)N=NC=C1C=[N+]([O-])c2ccccc2N1O,,,https://doi.org/10.1021/es060404c,amine,Nitrogen-containing organics,"InChI=1S/C11H10N4O4/c1-19-11(16)13-12-6-8-7-14(17)9-4-2-3-5-10(9)15(8)18/h2-7,18H,1H3",BPMVRAQIQQEBLN-UHFFFAOYSA-N
541,N-acetyl-Leu-OMe,0.02,-1.82,1135688-38-8,O=C(OC)[C@H](CC(C)C)NC(C)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amide,Nitrogen-containing organics,"InChI=1S/C9H17NO3/c1-6(2)5-8(9(12)13-4)10-7(3)11/h6,8H,5H2,1-4H3,(H,10,11)/t8-/m0/s1",IIGAKARAJMXVOZ-QMMMGPOBSA-N
542,N-acetyl-(Ala)2-OMe,0.06,-1.22,30802-26-7,O=C(N[C@@H](C)C(OC)=O)[C@H](C)NC(C)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amide,Nitrogen-containing organics,"InChI=1S/C9H16N2O4/c1-5(10-7(3)12)8(13)11-6(2)9(14)15-4/h5-6H,1-4H3,(H,10,12)(H,11,13)/t5-,6-/m0/s1",CXWPLQYKHLCSPO-WDSKDSINSA-N
543,N-acetyl-(Ala)3-OMe,0.11,-0.96,30802-26-7,O=C(N[C@@H](C)C(N[C@@H](C)C(OC)=O)=O)[C@H](C)NC(C)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amide,Nitrogen-containing organics,"InChI=1S/C12H21N3O5/c1-6(13-9(4)16)10(17)14-7(2)11(18)15-8(3)12(19)20-5/h6-8H,1-5H3,(H,13,16)(H,14,17)(H,15,18)/t6-,7-,8-/m0/s1",FKSWBCPVKXRWMC-FXQIFTODSA-N
544,Glycyl-Glycine ethyl ester,463333.33,5.67,92752-72-2,CCOC(=O)CNC(=O)CN,,,https://doi.org/10.1016/j.watres.2007.07.025,ester,Oxygenated organics,"InChI=1S/C6H12N2O3/c1-2-11-6(10)4-8-5(9)3-7/h2-4,7H2,1H3,(H,8,9)",LFAVEINQLWIXRA-UHFFFAOYSA-N
545,desoxycarbadox,2570,3.41,118828-84-5,COC(=O)N\N=C\c1cnc2ccccc2n1,,,https://doi.org/10.1016/j.watres.2006.04.039,amide,Nitrogen-containing organics,"InChI=1S/C11H10N4O2/c1-17-11(16)15-13-7-8-6-12-9-4-2-3-5-10(9)14-8/h2-7H,1H3,(H,15,16)/b13-7+",SOEMFPLGOUBPJQ-NTUHNPAUSA-N
546,bensulfuron-methyl,1487.55,3.17,1309928-44-6,COC(=O)c1ccccc1C[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,,,https://doi.org/10.1016/j.jtice.2015.02.029,sulfoxide,Sulfur-containing organics,"InChI=1S/C16H18N4O7S/c1-25-12-8-13(26-2)18-15(17-12)19-16(22)20-28(23,24)9-10-6-4-5-7-11(10)14(21)27-3/h4-8H,9H2,1-3H3,(H2,17,18,19,20,22)",XMQFTWRPUQYINF-UHFFFAOYSA-N
547,ronidazole,0.06,-1.25,7681-76-7,Cn1c(COC(N)=O)ncc1[N+]([O-])=O,,,https://doi.org/10.1016/j.watres.2014.07.041,imidazole,Heterocycles,"InChI=1S/C6H8N4O4/c1-9-4(3-14-6(7)11)8-2-5(9)10(12)13/h2H,3H2,1H3,(H2,7,11)",PQFRTXSWDXZRRS-UHFFFAOYSA-N
548,iso-chlorotetracycline,224000,5.35,7301-38-4,CN(C)[C@H]1[C@@H]2C[C@@H](CC(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)[C@]3(C)OC(=O)c4c(O)ccc(Cl)c34,,,https://doi.org/10.1016/j.watres.2010.11.039,halogenated,Halogenated organics,"InChI=1S/C22H23ClN2O8/c1-21(15-10(23)4-5-11(26)13(15)20(31)33-21)8-6-9-16(25(2)3)17(28)14(19(24)30)18(29)22(9,32)12(27)7-8/h4-5,8-9,16,26,30,32H,6-7,24H2,1-3H3/b19-14-/t8-,9-,16-,21-,22-/m0/s1",WHHSERXNOPRNLD-FIWYWWFUSA-N
549,Glycine methyl ester,43000,4.63,754970-50-8,COC(=O)CN,,,https://doi.org/10.1016/j.watres.2007.07.025,ester,Oxygenated organics,"InChI=1S/C3H7NO2/c1-6-3(5)2-4/h2,4H2,1H3",KQSSATDQUYCRGS-UHFFFAOYSA-N
550,Glycine ethyl ester,68000,4.83,221080-32-6,CCOC(=O)CN,,,https://doi.org/10.1016/j.watres.2007.07.025,ester,Oxygenated organics,"InChI=1S/C4H9NO2/c1-2-7-4(6)3-5/h2-3,5H2,1H3",NTNZTEQNFHNYBC-UHFFFAOYSA-N
551,phosphoryl-serine,33000,4.52,918794-13-5,OC[C@@]1(C(O2)=O)NP12=O,,,https://kinetics.nist.gov/solution/,phosphorus,Phosphorus-containing organics,"InChI=1S/C3H4NO4P/c5-1-3-2(6)8-9(3,7)4-3/h5H,1H2,(H,4,7)/t3-,9?/m1/s1",AOCKKVLWVGPVEC-ZMQIUWNVSA-N
552,Acid Orange II,23.48,1.37,633-96-5,O=C(O1)C2=C(C1(C(C=CC(O)=C3Br)=C3O4)C5=C4C(Br)=C(C=C5)O)C=CC=C2,,,https://kinetics.nist.gov/solution/,halogenated,Halogenated organics,"InChI=1S/C20H10Br2O5/c21-15-13(23)7-5-11-17(15)26-18-12(6-8-14(24)16(18)22)20(11)10-4-2-1-3-9(10)19(25)27-20/h1-8,23-24H",ZDTNHRWWURISAA-UHFFFAOYSA-N
553,Methyl salicylate,4.7,0.67,550-97-0,COC(=O)c1ccccc1O,,,https://doi.org/10.1002/jctb.4441,phenol,Oxygenated organics,"InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3",OSWPMRLSEDHDFF-UHFFFAOYSA-N
554,methylparaben,63.8,1.8,222545-59-7,COC(=O)c1ccc(O)cc1,,,https://doi.org/10.1016/j.scitotenv.2018.03.330,phenol,Oxygenated organics,"InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",LXCFILQKKLGQFO-UHFFFAOYSA-N
555,cl-methylparaben,243,2.39,222545-59-7,COC(=O)c1ccc(O)c(Cl)c1,,,https://doi.org/10.1016/j.scitotenv.2018.03.330,halogenated,Halogenated organics,"InChI=1S/C8H7ClO3/c1-12-8(11)5-2-3-7(10)6(9)4-5/h2-4,10H,1H3",ZSBIMTDWIGWJPW-UHFFFAOYSA-N
556,Br-methylparaben,168,2.23,222545-59-7,COC(=O)c1ccc(O)c(Br)c1,,,https://doi.org/10.1016/j.scitotenv.2018.03.330,halogenated,Halogenated organics,"InChI=1S/C8H7BrO3/c1-12-8(11)5-2-3-7(10)6(9)4-5/h2-4,10H,1H3",RKUNSPWAQIUGEZ-UHFFFAOYSA-N
557,"Cl,Cl-methylparaben",1.3,0.11,1361497-78-0,COC(=O)c1cc(Cl)c(O)c(Cl)c1,,,https://doi.org/10.1016/j.scitotenv.2018.03.330,halogenated,Halogenated organics,"InChI=1S/C8H6Cl2O3/c1-13-8(12)4-2-5(9)7(11)6(10)3-4/h2-3,11H,1H3",UKMOOQFHBGTLAO-UHFFFAOYSA-N
558,"Br,Br-methylparaben",4.6,0.66,76901-11-6,COC(=O)c1cc(Br)c(O)c(Br)c1,,,https://doi.org/10.1016/j.scitotenv.2018.03.330,halogenated,Halogenated organics,"InChI=1S/C8H6Br2O3/c1-13-8(12)4-2-5(9)7(11)6(10)3-4/h2-3,11H,1H3",NVGJGYZKXBLIKY-UHFFFAOYSA-N
559,"Br,Cl-methylparaben",2.9,0.46,118548-20-2,COC(=O)c1cc(Cl)c(O)c(Br)c1,,,https://doi.org/10.1016/j.scitotenv.2018.03.330,halogenated,Halogenated organics,"InChI=1S/C8H6BrClO3/c1-13-8(12)4-2-5(9)7(11)6(10)3-4/h2-3,11H,1H3",VWBVKTLKVPLPTE-UHFFFAOYSA-N
